Class,Series,Variety,Form,ProductDescription,SKU,QuantityPurchased,CustomerID,CustomerName,TerritoryID,TerritoryName,SalesRepID,SalesRepNam,TerritoryManagerID,Territory Manager,InfoCost,ListPrice,SellPrice,ListMarginPercent,SellMarginPercent,SellMarginDollars
Geranium,Giant,Pink,Unrooted,Geranium Giant Pink Unrooted#,60468,39032,229,Horseridge Nursery,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,5,30,13,0.833333333,0.615384615,3122.56
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,131215,670,Yute Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,5,15,7,0.666666667,0.285714286,2624.3
Calibrachoa,Dynamo,Blue,Unrooted,Calibrachoa Dynamo Blue Unrooted#,49920,62324,842,Overview Greenhouse,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,4,20,17,0.8,0.764705882,8102.12
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,137009,811,Zanzabarr Nursery,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,4,20,18,0.8,0.777777778,19181.26
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,171647,980,Pasture Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,4,20,14,0.8,0.714285714,17164.7
Calibrachoa,Dynamo,Red,Unrooted,Calibrachoa Dynamo Red Unrooted#,90465,3578,234,Green Farm,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,4,20,20,0.8,0.8,572.48
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,63301,358,Rabbit Nursery,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,5,25,23,0.8,0.782608696,11394.18
Coleus,Magnus,Deep Red,Unrooted,Coleus Magnus Deep Red Unrooted#,16918,28457,657,Bob Smith Greenhouse,100,Northeast,3684,Lorita Furst,101,Tim Morris,5,32,13,0.84375,0.615384615,2276.56
Petunia Vegetative,Peddler,Pink,Unrooted,Petunia Vegetative Peddler Pink Unrooted#,12871,116090,585,Catte Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,25,23,0.84,0.826086957,22057.1
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,12559,321,Open View Nursery,100,Northeast,9717,Silva Gouge,101,Tim Morris,5,15,15,0.666666667,0.666666667,1255.9
Petunia Vegetative,Peddler,Pink,Unrooted,Petunia Vegetative Peddler Pink Unrooted#,12871,41647,615,Kissinger Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,25,25,0.84,0.84,8745.87
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,147237,811,Zanzabarr Nursery,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,5,30,10,0.833333333,0.5,7361.85
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,183914,358,Rabbit Nursery,100,Northeast,2586,Zada Dennis,101,Tim Morris,4,35,12,0.885714286,0.666666667,14713.12
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,137366,807,Green Canal Greenhouse,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,25,22,0.84,0.818181818,24725.88
Calibrachoa,Dynamo,Red,Unrooted,Calibrachoa Dynamo Red Unrooted#,90465,134955,234,Green Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,20,18,0.8,0.777777778,18893.7
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,40487,700,Jumbo Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,25,24,0.84,0.833333333,8097.4
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,1603,292,Undertow Farm,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,4,25,18,0.84,0.777777778,224.42
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,141658,321,Open View Nursery,100,Northeast,1581,Luz German,101,Tim Morris,4,25,11,0.84,0.636363636,9916.06
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,97198,868,Old Quarry Farm,600,Canada,9625,Marielle Plaisance,106,Jack Unger,4,25,7,0.84,0.428571429,2915.94
Petunia Vegetative,Super,Pink,Unrooted,Petunia Vegetative Super Pink Unrooted#,52492,196419,585,Catte Greenhouse,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,4,25,17,0.84,0.764705882,25534.47
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,55206,234,Green Farm,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,20,7,0.8,0.428571429,1656.18
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,72574,232,Greenster Nursery,500,Southwest,2468,Iva Paolini,105,Bill Barkely,4,20,8,0.8,0.5,2902.96
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,79809,739,University Village Nursery,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,5,30,28,0.833333333,0.821428571,18356.07
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,82606,980,Pasture Nursery,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,20,14,0.8,0.714285714,8260.6
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,82239,281,Rhymbo Farm,600,Canada,1132,Asley Huges,106,Jack Unger,4,20,9,0.8,0.555555556,4111.95
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,7924,821,Pickwick Farm,100,Northeast,5951,Abel Gillmore,101,Tim Morris,5,25,12,0.8,0.583333333,554.68
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,132749,955,Daily Dill Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,5,15,12,0.666666667,0.583333333,9292.43
Petunia Vegetative,Novelty,Pink Star,Unrooted,Petunia Vegetative Novelty Pink Star Unrooted#,58462,193997,234,Green Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,35,13,0.885714286,0.692307692,17459.73
Combo,Basket,Red Yellow Mix,Unrooted,Combo Basket Red Yellow Mix Unrooted#,75237,193216,670,Yute Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,15,40,37,0.625,0.594594595,42507.52
Petunia Vegetative,Super,Pink,Unrooted,Petunia Vegetative Super Pink Unrooted#,52492,64639,691,State Nursery,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,4,25,12,0.84,0.666666667,5171.12
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,78972,234,Green Farm,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,35,31,0.885714286,0.870967742,21322.44
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,11931,931,Rick Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,6,15,12,0.6,0.5,715.86
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,121061,604,Huntersville Farm,500,Southwest,4827,Norbert Parise,105,Bill Barkely,4,25,21,0.84,0.80952381,20580.37
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,57739,610,Lake Orey Greenhouse,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,6,15,11,0.6,0.454545455,2886.95
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,38763,670,Yute Greenhouse,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,4,25,21,0.84,0.80952381,6589.71
Combo,Basket,Red Yellow Mix,Unrooted,Combo Basket Red Yellow Mix Unrooted#,75237,15823,122,Bigtown Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,15,40,36,0.625,0.583333333,3322.83
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,31495,326,Makinaw Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,20,13,0.8,0.692307692,2834.55
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,52814,894,Miller Farm,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,25,8,0.84,0.5,2112.56
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,128280,281,Rhymbo Farm,600,Canada,9305,Dewey Vause,106,Jack Unger,4,20,19,0.8,0.789473684,19242
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,99636,657,Bob Smith Greenhouse,100,Northeast,5479,Tania Dugan,101,Tim Morris,4,25,6,0.84,0.333333333,1992.72
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,64910,692,Livingston Greenhouse,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,5,30,24,0.833333333,0.791666667,12332.9
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,126101,997,Bridge Nursery,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,4,25,25,0.84,0.84,26481.21
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,28677,129,Hare Nursery,500,Southwest,8166,Shemika Lurie,105,Bill Barkely,4,35,7,0.885714286,0.428571429,860.31
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,150997,350,Celtic Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,20,16,0.8,0.75,18119.64
Geranium,Giant,Orange,Unrooted,Geranium Giant Orange Unrooted#,26762,130393,321,Open View Nursery,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,5,30,13,0.833333333,0.615384615,10431.44
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,52077,691,State Nursery,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,6,15,13,0.6,0.538461538,3645.39
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,137921,721,Bayheap Farm,600,Canada,3617,Lori Latham,106,Jack Unger,4,25,13,0.84,0.692307692,12412.89
Calibrachoa,Dynamo,Light Pink,Unrooted,Calibrachoa Dynamo Light Pink Unrooted#,71344,40891,739,University Village Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,20,13,0.8,0.692307692,3680.19
New Guinea Impatiens,Solomon,Red,Unrooted,New Guinea Impatiens Solomon Red Unrooted#,77686,11216,201,Bellview County Nursery,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,6,15,8,0.6,0.25,224.32
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,2090,721,Bayheap Farm,600,Canada,6542,Caitlin Ricco,106,Jack Unger,5,15,7,0.666666667,0.285714286,41.8
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,43497,281,Rhymbo Farm,600,Canada,9305,Dewey Vause,106,Jack Unger,5,30,18,0.833333333,0.722222222,5654.61
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,95917,556,Diablo Farm,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,5,30,19,0.833333333,0.736842105,13428.38
Calibrachoa,Dynamo,Pink,Unrooted,Calibrachoa Dynamo Pink Unrooted#,30130,165133,380,Rackatoe Greenhouse,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,4,20,13,0.8,0.692307692,14861.97
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,46746,529,Numero Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,6,15,11,0.6,0.454545455,2337.3
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,110284,965,Dickey Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,4,20,11,0.8,0.636363636,7719.88
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,69211,691,State Nursery,500,Southwest,8166,Shemika Lurie,105,Bill Barkely,4,20,10,0.8,0.6,4152.66
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,64876,692,Livingston Greenhouse,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,5,25,23,0.8,0.782608696,11677.68
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,84062,657,Bob Smith Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,5,15,8,0.666666667,0.375,2521.86
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,27672,721,Bayheap Farm,600,Canada,5259,Deetta Rigby,106,Jack Unger,4,20,17,0.8,0.764705882,3597.36
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,97114,556,Diablo Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,5,30,17,0.833333333,0.705882353,11653.68
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,49019,292,Undertow Farm,500,Southwest,9177,Arletha Grauer,105,Bill Barkely,6,15,15,0.6,0.6,4411.71
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,14939,931,Rick Greenhouse,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,4,20,9,0.8,0.555555556,746.95
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,158795,556,Diablo Farm,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,6,15,9,0.6,0.333333333,4763.85
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,140812,604,Huntersville Farm,500,Southwest,9177,Arletha Grauer,105,Bill Barkely,4,20,14,0.8,0.714285714,14081.2
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,36006,358,Rabbit Nursery,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,5,25,11,0.8,0.545454545,2160.36
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,42474,201,Bellview County Nursery,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,4,35,10,0.885714286,0.6,2548.44
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,199660,760,Moorse Nursery,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,4,25,13,0.84,0.692307692,17969.4
Geranium,Giant,Pink,Unrooted,Geranium Giant Pink Unrooted#,60468,154376,739,University Village Nursery,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,5,30,17,0.833333333,0.705882353,18525.12
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,7377,691,State Nursery,500,Southwest,8166,Shemika Lurie,105,Bill Barkely,4,20,14,0.8,0.714285714,737.7
New Guinea Impatiens,Solomon,Deep Red,Unrooted,New Guinea Impatiens Solomon Deep Red Unrooted#,31784,162878,229,Horseridge Nursery,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,6,15,12,0.6,0.5,9772.68
Combo,Basket,Red Yellow Mix,Unrooted,Combo Basket Red Yellow Mix Unrooted#,75237,100557,232,Greenster Nursery,500,Southwest,4382,Rosalinda Farver,105,Bill Barkely,15,40,25,0.625,0.4,10055.7
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,20224,868,Old Quarry Farm,600,Canada,1132,Asley Huges,106,Jack Unger,6,15,11,0.6,0.454545455,1011.2
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,24433,326,Makinaw Nursery,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,6,15,10,0.6,0.4,977.32
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,96002,670,Yute Greenhouse,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,5,32,11,0.84375,0.545454545,5760.12
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,45655,350,Celtic Greenhouse,100,Northeast,1581,Luz German,101,Tim Morris,4,20,15,0.8,0.733333333,5022.05
Calibrachoa,Crazy,Yellow,Unrooted,Calibrachoa Crazy Yellow Unrooted#,91061,49018,292,Undertow Farm,500,Southwest,1462,Roland Zapien,105,Bill Barkely,4,25,22,0.84,0.818181818,8823.24
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,125488,350,Celtic Greenhouse,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,4,35,23,0.885714286,0.826086957,23842.72
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,3443,321,Open View Nursery,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,5,15,13,0.666666667,0.615384615,275.44
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,122407,762,Bridgeway Greenhouse,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,25,8,0.84,0.5,4896.28
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,145542,610,Lake Orey Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,20,9,0.8,0.555555556,7277.1
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,101875,762,Bridgeway Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,5,15,12,0.666666667,0.583333333,7131.25
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,151044,281,Rhymbo Farm,600,Canada,2295,Hildegard Buzard,106,Jack Unger,4,35,23,0.885714286,0.826086957,28698.36
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,111631,965,Dickey Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,4,35,27,0.885714286,0.851851852,25675.13
Combo,Basket,Blue Red Mix,Unrooted,Combo Basket Blue Red Mix Unrooted#,26687,80163,670,Yute Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,15,40,23,0.625,0.347826087,6413.04
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,99597,232,Greenster Nursery,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,6,15,11,0.6,0.454545455,4979.85
Geranium,Giant,Frost,Unrooted,Geranium Giant Frost Unrooted#,43299,127530,807,Green Canal Greenhouse,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,5,30,17,0.833333333,0.705882353,15303.6
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,2181,358,Rabbit Nursery,100,Northeast,9717,Silva Gouge,101,Tim Morris,5,15,9,0.666666667,0.444444444,87.24
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,23661,931,Rick Greenhouse,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,5,15,10,0.666666667,0.5,1183.05
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,89142,326,Makinaw Nursery,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,35,7,0.885714286,0.428571429,2674.26
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,48073,807,Green Canal Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,4,25,9,0.84,0.555555556,2403.65
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,118258,760,Moorse Nursery,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,5,30,26,0.833333333,0.807692308,24834.18
Petunia Vegetative,Peddler,Pink,Unrooted,Petunia Vegetative Peddler Pink Unrooted#,12871,174874,868,Old Quarry Farm,600,Canada,1132,Asley Huges,106,Jack Unger,4,25,15,0.84,0.733333333,19236.14
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,91143,811,Zanzabarr Nursery,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,4,25,22,0.84,0.818181818,16405.74
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,86088,178,Lackey Farm,100,Northeast,1581,Luz German,101,Tim Morris,4,20,17,0.8,0.764705882,11191.44
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,99482,670,Yute Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,4,20,15,0.8,0.733333333,10943.02
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,67916,122,Bigtown Greenhouse,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,5,30,10,0.833333333,0.5,3395.8
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,46161,604,Huntersville Farm,500,Southwest,4382,Rosalinda Farver,105,Bill Barkely,6,15,15,0.6,0.6,4154.49
Petunia Vegetative,Peddler,Yellow,Unrooted,Petunia Vegetative Peddler Yellow Unrooted#,12632,156846,585,Catte Greenhouse,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,4,25,7,0.84,0.428571429,4705.38
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,26035,232,Greenster Nursery,500,Southwest,4827,Norbert Parise,105,Bill Barkely,6,15,12,0.6,0.5,1562.1
Petunia Vegetative,Pretty,Pink,Unrooted,Petunia Vegetative Pretty Pink Unrooted#,90230,92483,700,Jumbo Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,20,14,0.8,0.714285714,9248.3
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,74929,604,Huntersville Farm,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,4,25,23,0.84,0.826086957,14236.51
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,168857,997,Bridge Nursery,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,25,18,0.84,0.777777778,23639.98
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,195501,811,Zanzabarr Nursery,500,Southwest,1462,Roland Zapien,105,Bill Barkely,4,25,15,0.84,0.733333333,21505.11
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,39916,642,Sky Greenhouse,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,25,19,0.84,0.789473684,5987.4
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,129339,760,Moorse Nursery,400,Northwest,9565,Iola Guss,104,Cathie Wentz,4,20,12,0.8,0.666666667,10347.12
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,119319,980,Pasture Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,5,25,12,0.8,0.583333333,8352.33
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,67780,762,Bridgeway Greenhouse,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,35,22,0.885714286,0.818181818,12200.4
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,131083,721,Bayheap Farm,600,Canada,3617,Lori Latham,106,Jack Unger,4,25,15,0.84,0.733333333,14419.13
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,190245,868,Old Quarry Farm,600,Canada,1132,Asley Huges,106,Jack Unger,4,20,12,0.8,0.666666667,15219.6
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,92730,201,Bellview County Nursery,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,5,32,7,0.84375,0.285714286,1854.6
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,99421,585,Catte Greenhouse,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,5,15,11,0.666666667,0.545454545,5965.26
New Guinea Impatiens,Solomon,Deep Red,Unrooted,New Guinea Impatiens Solomon Deep Red Unrooted#,31784,140683,238,Force Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,6,15,10,0.6,0.4,5627.32
Combo,Basket,Blue Red Mix,Unrooted,Combo Basket Blue Red Mix Unrooted#,26687,186496,358,Rabbit Nursery,100,Northeast,9717,Silva Gouge,101,Tim Morris,15,40,38,0.625,0.605263158,42894.08
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,178241,780,Greeno Greenhouse,500,Southwest,7975,Kasey Angert,105,Bill Barkely,4,35,11,0.885714286,0.636363636,12476.87
Calibrachoa,Dynamo,Blue,Unrooted,Calibrachoa Dynamo Blue Unrooted#,49920,99831,721,Bayheap Farm,600,Canada,9625,Marielle Plaisance,106,Jack Unger,4,20,18,0.8,0.777777778,13976.34
Geranium,Geronimo,Pink,Unrooted,Geranium Geronimo Pink Unrooted#,53908,99726,980,Pasture Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,5,25,14,0.8,0.642857143,8975.34
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,70341,290,Sampson Nursery,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,6,15,15,0.6,0.6,6330.69
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,188931,122,Bigtown Greenhouse,100,Northeast,5479,Tania Dugan,101,Tim Morris,4,20,7,0.8,0.428571429,5667.93
Calibrachoa,Dynamo,Light Pink,Unrooted,Calibrachoa Dynamo Light Pink Unrooted#,71344,193107,178,Lackey Farm,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,4,20,11,0.8,0.636363636,13517.49
Calibrachoa,Dynamo,Blue,Unrooted,Calibrachoa Dynamo Blue Unrooted#,49920,21725,232,Greenster Nursery,500,Southwest,2468,Iva Paolini,105,Bill Barkely,4,20,8,0.8,0.5,869
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,140152,821,Pickwick Farm,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,4,25,10,0.84,0.6,8409.12
